episode,avg_reward
10,-0.3
20,-0.15000000000000002
30,-0.23333333333333334
40,-0.27499999999999997
50,-0.24000000000000005
60,-0.31666666666666676
70,-0.3000000000000001
80,-0.26250000000000007
90,-0.30000000000000016
100,-0.31000000000000005
110,-0.30000000000000004
120,-0.3125
130,-0.3192307692307692
140,-0.2785714285714285
150,-0.2733333333333333
160,-0.25625
170,-0.22941176470588234
180,-0.2444444444444444
190,-0.24736842105263152
200,-0.22999999999999993
210,-0.24761904761904754
220,-0.2727272727272726
230,-0.28695652173913033
240,-0.26666666666666644
250,-0.26799999999999974
260,-0.2807692307692305
270,-0.27962962962962945
280,-0.25535714285714267
290,-0.26034482758620675
300,-0.2499999999999999
310,-0.24838709677419343
320,-0.2718749999999999
330,-0.27575757575757576
340,-0.28529411764705886
350,-0.2742857142857143
360,-0.27777777777777785
370,-0.26216216216216226
380,-0.24473684210526328
390,-0.23333333333333348
400,-0.24250000000000016
410,-0.24878048780487816
420,-0.2547619047619048
430,-0.24651162790697678
440,-0.2397727272727273
450,-0.23333333333333334
460,-0.2369565217391304
470,-0.23297872340425532
480,-0.23854166666666668
490,-0.22959183673469388
500,-0.22800000000000004
510,-0.21960784313725493
520,-0.22307692307692306
530,-0.21509433962264152
540,-0.2185185185185185
550,-0.22
560,-0.23035714285714284
570,-0.22982456140350874
580,-0.22758620689655168
590,-0.22372881355932195
600,-0.20916666666666658
610,-0.20983606557377046
620,-0.20967741935483863
630,-0.19603174603174597
640,-0.18984374999999992
650,-0.18153846153846143
660,-0.18484848484848476
670,-0.17313432835820888
680,-0.1735294117647058
690,-0.17391304347826084
700,-0.17571428571428574
710,-0.17887323943661979
720,-0.17638888888888898
730,-0.17397260273972612
740,-0.17567567567567577
750,-0.1733333333333334
760,-0.1677631578947369
770,-0.16818181818181824
780,-0.16858974358974363
790,-0.16772151898734183
800,-0.16937500000000008
810,-0.16975308641975315
820,-0.16707317073170738
830,-0.16807228915662661
840,-0.16726190476190486
850,-0.16294117647058834
860,-0.16569767441860478
870,-0.16609195402298865
880,-0.16534090909090926
890,-0.16067415730337098
900,-0.16555555555555573
910,-0.16813186813186828
920,-0.1711956521739132
930,-0.1758064516129034
940,-0.18138297872340448
950,-0.1773684210526318
960,-0.1796875000000002
970,-0.17886597938144347
980,-0.17806122448979605
990,-0.1767676767676769
1000,-0.17900000000000016
