episode,avg_reward
10,-0.11111111111111108
20,-0.36842105263157887
30,-0.44827586206896547
40,-0.48717948717948717
50,-0.3775510204081633
60,-0.4152542372881356
70,-0.4420289855072464
80,-0.4620253164556962
90,-0.4269662921348314
100,-0.404040404040404
110,-0.43119266055045863
120,-0.42857142857142855
130,-0.41860465116279066
140,-0.37410071942446044
150,-0.3758389261744967
160,-0.40251572327044033
170,-0.42603550295858
180,-0.42178770949720684
190,-0.3968253968253971
200,-0.38944723618090477
210,-0.38038277511961743
220,-0.3812785388127856
230,-0.3777292576419216
240,-0.3912133891213391
250,-0.3734939759036146
260,-0.34749034749034763
270,-0.3345724907063198
280,-0.3279569892473119
290,-0.32006920415224915
300,-0.3026755852842809
310,-0.3155339805825242
320,-0.31661442006269586
330,-0.3313069908814589
340,-0.33923303834808244
350,-0.34670487106017184
360,-0.3593314763231197
370,-0.3441734417344173
380,-0.34036939313984155
390,-0.3341902313624677
400,-0.32330827067669166
410,-0.33496332518337396
420,-0.34606205250596644
430,-0.3496503496503496
440,-0.3462414578587698
450,-0.3608017817371936
460,-0.3594771241830064
470,-0.3518123667377398
480,-0.35594989561586643
490,-0.3568507157464213
500,-0.3496993987975952
510,-0.33791748526522597
520,-0.34104046242774566
530,-0.34593572778827975
540,-0.34508348794063076
550,-0.34790528233151174
560,-0.35152057245080487
570,-0.34622144112478015
580,-0.35233160621761644
590,-0.34974533106960937
600,-0.3522537562604339
610,-0.3464696223316912
620,-0.3489499192245556
630,-0.34658187599364054
640,-0.3521126760563378
650,-0.35130970724191046
660,-0.3490136570561455
670,-0.34828101644245135
680,-0.3490427098674521
690,-0.341799709724238
700,-0.34120171673819744
710,-0.34767277856135403
720,-0.3511821974965229
730,-0.35322359396433467
740,-0.35520974289580515
750,-0.35580774365821094
760,-0.3451910408432148
770,-0.3485045513654097
780,-0.3465982028241336
790,-0.34157160963244626
800,-0.3360450563204005
810,-0.3368355995055625
820,-0.33211233211233226
830,-0.3329312424607963
840,-0.33373063170441014
850,-0.3345111896348647
860,-0.33294528521536687
870,-0.32911392405063306
880,-0.3253697383390218
890,-0.32564679415073133
900,-0.3125695216907677
910,-0.3113311331133115
920,-0.3090315560391732
930,-0.3083961248654469
940,-0.30298189563365296
950,-0.29978925184404653
960,-0.2935349322210638
970,-0.2936016511867907
980,-0.2967313585291116
990,-0.29777553083923175
1000,-0.29829829829829846
