episode,avg_reward
10,-0.5
20,-0.425
30,-0.35
40,-0.31249999999999994
50,-0.30999999999999994
60,-0.2833333333333332
70,-0.25714285714285706
80,-0.17499999999999993
90,-0.1888888888888888
100,-0.14999999999999988
110,-0.09999999999999991
120,-0.12499999999999992
130,-0.15384615384615377
140,-0.19285714285714278
150,-0.18666666666666662
160,-0.17499999999999993
170,-0.2058823529411764
180,-0.22222222222222218
190,-0.23157894736842105
200,-0.19999999999999998
210,-0.1904761904761905
220,-0.17272727272727276
230,-0.15217391304347833
240,-0.14583333333333337
250,-0.14600000000000002
260,-0.14423076923076927
270,-0.14444444444444446
280,-0.13392857142857142
290,-0.13620689655172413
300,-0.13166666666666665
310,-0.1290322580645161
320,-0.12499999999999997
330,-0.13636363636363635
340,-0.13823529411764704
350,-0.13857142857142857
360,-0.14305555555555557
370,-0.13513513513513517
380,-0.13684210526315796
390,-0.13974358974358983
400,-0.14125000000000007
410,-0.14146341463414644
420,-0.15119047619047632
430,-0.13488372093023268
440,-0.13636363636363652
450,-0.13000000000000017
460,-0.14021739130434796
470,-0.1542553191489363
480,-0.15729166666666675
490,-0.15000000000000008
500,-0.15000000000000008
510,-0.14313725490196083
520,-0.13653846153846158
530,-0.1452830188679246
540,-0.14444444444444454
550,-0.15090909090909102
560,-0.1446428571428572
570,-0.14561403508771936
580,-0.1431034482758621
590,-0.14915254237288142
600,-0.14916666666666673
610,-0.1516393442622951
620,-0.15080645161290326
630,-0.1436507936507937
640,-0.14375000000000002
650,-0.14153846153846159
660,-0.137878787878788
670,-0.14029850746268666
680,-0.14411764705882366
690,-0.14202898550724652
700,-0.14428571428571446
710,-0.13943661971831003
720,-0.14166666666666689
730,-0.14657534246575366
740,-0.14594594594594618
750,-0.13600000000000023
760,-0.1328947368421055
770,-0.12597402597402618
780,-0.12307692307692326
790,-0.12025316455696224
800,-0.11750000000000022
810,-0.11543209876543231
820,-0.12134146341463434
830,-0.11987951807228933
840,-0.11250000000000018
850,-0.1088235294117649
860,-0.10988372093023277
870,-0.11494252873563238
880,-0.119318181818182
890,-0.12022471910112378
900,-0.11888888888888909
910,-0.11868131868131886
920,-0.11956521739130453
930,-0.1215053763440862
940,-0.12180851063829805
950,-0.12684210526315806
960,-0.12760416666666685
970,-0.12010309278350537
980,-0.11887755102040837
990,-0.11767676767676788
1000,-0.1205000000000002
