episode,avg_reward
10,-0.3
20,-0.22500000000000003
30,-0.21666666666666667
40,-0.2375
50,-0.27
60,-0.18333333333333338
70,-0.21428571428571438
80,-0.23750000000000002
90,-0.2833333333333334
100,-0.27499999999999997
110,-0.22727272727272718
120,-0.25833333333333325
130,-0.27692307692307677
140,-0.2428571428571427
150,-0.2599999999999999
160,-0.24687499999999996
170,-0.22058823529411764
180,-0.24722222222222223
190,-0.22894736842105265
200,-0.19500000000000003
210,-0.2047619047619048
220,-0.22272727272727277
230,-0.2347826086956522
240,-0.23750000000000002
250,-0.226
260,-0.2326923076923077
270,-0.22037037037037038
280,-0.22678571428571428
290,-0.21034482758620687
300,-0.20500000000000002
310,-0.19677419354838713
320,-0.19687500000000008
330,-0.20909090909090913
340,-0.1911764705882353
350,-0.19428571428571434
360,-0.18194444444444455
370,-0.18378378378378388
380,-0.18421052631578955
390,-0.16794871794871802
400,-0.16125000000000006
410,-0.16219512195121957
420,-0.16309523809523813
430,-0.16162790697674423
440,-0.15340909090909094
450,-0.14333333333333337
460,-0.15108695652173917
470,-0.1606382978723405
480,-0.16979166666666676
490,-0.17346938775510212
500,-0.17000000000000012
510,-0.16960784313725502
520,-0.17115384615384624
530,-0.17735849056603784
540,-0.1814814814814816
550,-0.1781818181818183
560,-0.17321428571428588
570,-0.1789473684210528
580,-0.17586206896551743
590,-0.1771186440677968
600,-0.17750000000000013
610,-0.1827868852459018
620,-0.17500000000000016
630,-0.1666666666666668
640,-0.16171875000000005
650,-0.1638461538461539
660,-0.16136363636363643
670,-0.16492537313432842
680,-0.161764705882353
690,-0.1652173913043479
700,-0.17142857142857149
710,-0.16760563380281698
720,-0.1666666666666667
730,-0.16027397260273976
740,-0.16081081081081083
750,-0.15333333333333338
760,-0.15065789473684213
770,-0.15389610389610392
780,-0.15192307692307697
790,-0.1512658227848102
800,-0.15437500000000007
810,-0.1574074074074075
820,-0.16036585365853667
830,-0.16325301204819284
840,-0.16369047619047622
850,-0.16764705882352943
860,-0.16220930232558145
870,-0.16379310344827597
880,-0.16420454545454555
890,-0.16235955056179785
900,-0.16277777777777783
910,-0.16208791208791212
920,-0.1657608695652174
930,-0.16290322580645164
940,-0.1643617021276596
950,-0.1668421052631579
960,-0.1630208333333333
970,-0.1628865979381443
980,-0.16734693877551016
990,-0.16262626262626256
1000,-0.16099999999999995
