episode,avg_reward
10,-0.5
20,-0.6
30,-0.6000000000000001
40,-0.47500000000000014
50,-0.4200000000000001
60,-0.31666666666666676
70,-0.30000000000000016
80,-0.22500000000000012
90,-0.2555555555555557
100,-0.22500000000000014
110,-0.27727272727272734
120,-0.2708333333333333
130,-0.26153846153846144
140,-0.2714285714285713
150,-0.2933333333333331
160,-0.2749999999999998
170,-0.24117647058823505
180,-0.24999999999999978
190,-0.2526315789473682
200,-0.2349999999999998
210,-0.25714285714285695
220,-0.268181818181818
230,-0.2739130434782607
240,-0.2687499999999998
250,-0.2499999999999998
260,-0.24038461538461522
270,-0.235185185185185
280,-0.21785714285714267
290,-0.2189655172413791
300,-0.2249999999999998
310,-0.22096774193548369
320,-0.22656249999999983
330,-0.2227272727272726
340,-0.22794117647058815
350,-0.23571428571428565
360,-0.24027777777777773
370,-0.2337837837837837
380,-0.2236842105263157
390,-0.21794871794871787
400,-0.22249999999999995
410,-0.23902439024390237
420,-0.23452380952380944
430,-0.24302325581395343
440,-0.23977272727272722
450,-0.2377777777777777
460,-0.2391304347826086
470,-0.2446808510638297
480,-0.2541666666666666
490,-0.24897959183673463
500,-0.24799999999999994
510,-0.2509803921568627
520,-0.26346153846153836
530,-0.260377358490566
540,-0.25833333333333336
550,-0.2627272727272727
560,-0.2616071428571428
570,-0.2666666666666666
580,-0.2620689655172413
590,-0.2559322033898304
600,-0.25666666666666665
610,-0.2524590163934426
620,-0.24758064516129025
630,-0.24523809523809512
640,-0.23593749999999988
650,-0.24153846153846142
660,-0.2424242424242423
670,-0.2425373134328357
680,-0.2352941176470587
690,-0.23188405797101438
700,-0.23142857142857132
710,-0.22535211267605626
720,-0.2277777777777777
730,-0.22465753424657525
740,-0.2297297297297296
750,-0.22399999999999987
760,-0.2302631578947367
770,-0.23116883116883105
780,-0.22307692307692298
790,-0.2291139240506328
800,-0.23624999999999988
810,-0.2382716049382715
820,-0.23292682926829256
830,-0.2343373493975902
840,-0.23452380952380938
850,-0.236470588235294
860,-0.23023255813953475
870,-0.23103448275862057
880,-0.23522727272727256
890,-0.23595505617977514
900,-0.2344444444444443
910,-0.23516483516483502
920,-0.23315217391304335
930,-0.2322580645161289
940,-0.22925531914893604
950,-0.22631578947368408
960,-0.23020833333333318
970,-0.22474226804123695
980,-0.22448979591836724
990,-0.22626262626262617
1000,-0.22599999999999992
